PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,WE_STATUS,MIRO_STATUS,F110_STATUS,TOTAL_VALUE,Delivery_Delay_Days,COST_SAVINGS,DEFECT_RATE,Vendor_Risk
PO-00691,Epsilon_Group,2022-08-14,2022-08-16,Raw Materials,Cancelled,1341,42.96,41.75,39.0,Yes,Completed,Pending,Not Paid,55986.75,2.0,1622.610000000001,0.029082774049217,Low Risk
PO-00692,Alpha_Inc,2023-05-15,2023-05-21,MRO,Cancelled,1908,16.42,15.31,36.0,Yes,Completed,Pending,Not Paid,29211.48,6.0,2117.8800000000024,0.018867924528301886,Low Risk
PO-00693,Gamma_Co,2022-08-13,2022-09-02,MRO,Partially Delivered,1650,100.62,90.45,85.0,Yes,Completed,Pending,Not Paid,149242.5,20.0,16780.500000000004,0.051515151515151514,Low Risk
PO-00694,Alpha_Inc,2022-10-07,2022-10-20,MRO,Delivered,1490,93.57,81.68,29.0,Yes,Completed,Verified,Paid,121703.20000000001,13.0,17716.09999999998,0.019463087248322148,Low Risk
PO-00695,Delta_Logistics,2023-03-23,2023-03-31,Raw Materials,Delivered,1241,100.04,97.56,187.0,Yes,Completed,Verified,Paid,121071.96,8.0,3077.680000000005,0.1506849315068493,High Risk
PO-00696,Beta_Supplies,2023-05-13,2023-05-17,MRO,Delivered,1915,107.51,102.66,184.0,Yes,Completed,Verified,Paid,196593.9,4.0,9287.750000000016,0.09608355091383812,Low Risk
PO-00697,Beta_Supplies,2022-01-30,2022-02-14,Raw Materials,Delivered,1116,25.65,24.28,121.0,Yes,Completed,Verified,Paid,27096.48,15.0,1528.9199999999971,0.10842293906810035,High Risk
PO-00698,Delta_Logistics,2023-02-03,2023-02-08,Raw Materials,Delivered,1629,48.63,43.28,260.0,Yes,Completed,Verified,Paid,70503.12,5.0,8715.150000000001,0.1596071209330878,High Risk
PO-00699,Epsilon_Group,2022-12-11,2022-12-18,Office Supplies,Delivered,334,82.54,74.63,,Yes,Completed,Verified,Paid,24926.42,7.0,2641.9400000000037,,Low Risk
PO-00700,Epsilon_Group,2023-11-16,2023-12-06,Packaging,Delivered,446,80.63,70.37,,Yes,Completed,Verified,Paid,31385.02,20.0,4575.9599999999955,,Low Risk
PO-00701,Delta_Logistics,2023-11-27,,Electronics,Delivered,61,26.47,24.62,6.0,Yes,Pending,Verified,Paid,1501.8200000000002,,112.84999999999987,0.09836065573770492,Low Risk
PO-00702,Delta_Logistics,2023-02-19,2023-02-21,Packaging,Delivered,1680,88.85,87.53,,Yes,Completed,Verified,Paid,147050.4,2.0,2217.5999999999885,,Low Risk
PO-00703,Delta_Logistics,2022-06-19,2022-07-06,Electronics,Delivered,1375,30.95,30.02,223.0,Yes,Completed,Verified,Paid,41277.5,17.0,1278.7499999999995,0.16218181818181818,High Risk
PO-00704,Delta_Logistics,2023-04-24,2023-05-05,Electronics,Partially Delivered,1971,32.4,30.48,321.0,Yes,Completed,Pending,Not Paid,60076.08,11.0,3784.3199999999965,0.1628614916286149,High Risk
PO-00705,Delta_Logistics,2022-05-11,,Raw Materials,Pending,1326,59.49,56.21,,Yes,Pending,Pending,Not Paid,74534.46,,4349.280000000002,,Low Risk
PO-00706,Delta_Logistics,2023-09-30,2023-10-13,MRO,Cancelled,548,69.7,61.87,90.0,Yes,Completed,Pending,Not Paid,33904.76,13.0,4290.840000000003,0.16423357664233576,High Risk
PO-00707,Beta_Supplies,2023-07-01,2023-07-07,MRO,Delivered,803,67.81,61.53,78.0,Yes,Completed,Verified,Paid,49408.590000000004,6.0,5042.840000000001,0.09713574097135741,Low Risk
PO-00708,Alpha_Inc,2022-01-28,2022-02-15,MRO,Delivered,84,18.23,15.55,0.0,Yes,Completed,Verified,Paid,1306.2,18.0,225.11999999999998,0.0,Low Risk
PO-00709,Epsilon_Group,2023-02-08,2023-02-20,Packaging,Delivered,776,94.75,90.89,19.0,Yes,Completed,Verified,Paid,70530.64,12.0,2995.3599999999997,0.024484536082474227,Low Risk
PO-00710,Alpha_Inc,2023-08-30,2023-09-08,MRO,Delivered,898,37.12,35.54,18.0,No,Completed,Verified,Paid,31914.92,9.0,1418.8399999999986,0.0200445434298441,Low Risk
PO-00711,Beta_Supplies,2023-08-01,2023-08-08,Office Supplies,Cancelled,139,23.71,20.18,14.0,Yes,Completed,Pending,Not Paid,2805.02,7.0,490.6700000000002,0.10071942446043165,High Risk
PO-00712,Gamma_Co,2023-11-10,,Raw Materials,Delivered,825,99.89,97.65,30.0,Yes,Pending,Verified,Paid,80561.25,,1847.9999999999957,0.03636363636363636,Low Risk
PO-00713,Alpha_Inc,2022-01-28,2022-02-07,MRO,Delivered,654,96.01,90.31,10.0,Yes,Completed,Verified,Paid,59062.74,10.0,3727.800000000002,0.01529051987767584,Low Risk
PO-00714,Gamma_Co,2022-03-27,2022-04-06,MRO,Delivered,1995,88.47,82.65,87.0,No,Completed,Verified,Paid,164886.75,10.0,11610.899999999987,0.04360902255639098,Low Risk
PO-00715,Beta_Supplies,2023-10-21,2023-10-28,MRO,Delivered,1019,91.56,77.93,111.0,No,Completed,Verified,Paid,79410.67000000001,7.0,13888.969999999996,0.10893032384690873,High Risk
PO-00716,Epsilon_Group,2023-03-15,2023-03-31,Packaging,Pending,1675,73.8,65.34,42.0,Yes,Completed,Pending,Not Paid,109444.5,16.0,14170.499999999989,0.02507462686567164,Low Risk
PO-00717,Gamma_Co,2022-05-19,2022-05-31,Raw Materials,Pending,1071,60.77,58.5,,Yes,Completed,Pending,Not Paid,62653.5,12.0,2431.1700000000033,,Low Risk
PO-00718,Beta_Supplies,2023-04-18,2023-04-27,Office Supplies,Delivered,467,19.17,17.11,49.0,Yes,Completed,Verified,Paid,7990.37,9.0,962.0200000000011,0.10492505353319058,High Risk
PO-00719,Delta_Logistics,2022-07-06,2022-07-25,MRO,Pending,164,48.16,47.46,27.0,Yes,Completed,Pending,Not Paid,7783.4400000000005,19.0,114.7999999999993,0.16463414634146342,High Risk
PO-00720,Epsilon_Group,2022-02-21,2022-03-06,Electronics,Cancelled,666,43.76,41.13,18.0,Yes,Completed,Pending,Not Paid,27392.58,13.0,1751.579999999997,0.02702702702702703,Low Risk
PO-00721,Delta_Logistics,2022-09-24,2022-10-07,Packaging,Partially Delivered,1976,34.71,31.56,286.0,No,Completed,Pending,Not Paid,62362.56,13.0,6224.400000000004,0.14473684210526316,High Risk
PO-00722,Epsilon_Group,2023-01-24,2023-01-29,MRO,Delivered,1269,79.61,71.86,47.0,Yes,Completed,Verified,Paid,91190.34,5.0,9834.75,0.037037037037037035,Low Risk
PO-00723,Epsilon_Group,2022-12-02,2022-12-12,MRO,Delivered,875,57.63,51.8,16.0,Yes,Completed,Verified,Paid,45325.0,10.0,5101.250000000005,0.018285714285714287,Low Risk
PO-00724,Alpha_Inc,2022-08-05,,Packaging,Partially Delivered,1574,17.9,15.85,31.0,Yes,Pending,Pending,Not Paid,24947.899999999998,,3226.6999999999985,0.019695044472681066,Low Risk
PO-00725,Epsilon_Group,2023-04-11,2023-04-26,Office Supplies,Partially Delivered,1699,32.05,29.34,69.0,Yes,Completed,Pending,Not Paid,49848.659999999996,15.0,4604.289999999995,0.04061212477928193,Low Risk
PO-00726,Alpha_Inc,2022-12-01,2022-12-17,Electronics,Delivered,1566,75.43,71.27,27.0,Yes,Completed,Verified,Paid,111608.81999999999,16.0,6514.560000000017,0.017241379310344827,Low Risk
PO-00727,Gamma_Co,2022-12-12,2022-12-30,Electronics,Delivered,1148,17.78,17.16,61.0,Yes,Completed,Verified,Paid,19699.68,18.0,711.7600000000011,0.05313588850174216,Low Risk
PO-00728,Epsilon_Group,2023-01-24,2023-02-11,Office Supplies,Delivered,462,91.81,83.14,11.0,Yes,Completed,Verified,Paid,38410.68,18.0,4005.540000000001,0.023809523809523808,Low Risk
PO-00729,Gamma_Co,2022-10-12,2022-10-17,Packaging,Delivered,1449,57.02,49.28,71.0,Yes,Completed,Verified,Paid,71406.72,5.0,11215.260000000002,0.04899930986887509,Low Risk
PO-00730,Epsilon_Group,2023-03-08,2023-03-27,MRO,Delivered,1493,56.98,52.51,43.0,Yes,Completed,Verified,Paid,78397.43,19.0,6673.709999999998,0.028801071667782986,Low Risk
PO-00731,Alpha_Inc,2022-09-16,2022-09-18,Office Supplies,Delivered,778,65.85,62.08,,No,Completed,Verified,Paid,48298.24,2.0,2933.0599999999968,,Low Risk
PO-00732,Delta_Logistics,2022-03-25,2022-04-11,Packaging,Partially Delivered,1350,85.06,82.34,,No,Completed,Pending,Not Paid,111159.0,17.0,3671.9999999999986,,Low Risk
PO-00733,Epsilon_Group,2023-04-27,2023-05-05,Packaging,Delivered,1070,44.4,40.07,26.0,Yes,Completed,Verified,Paid,42874.9,8.0,4633.0999999999985,0.024299065420560748,Low Risk
PO-00734,Beta_Supplies,2022-01-20,2022-02-03,Packaging,Pending,810,71.02,66.8,73.0,Yes,Completed,Pending,Not Paid,54108.0,14.0,3418.199999999999,0.09012345679012346,Low Risk
PO-00735,Delta_Logistics,2023-07-07,2023-07-23,Packaging,Cancelled,725,66.4,62.1,118.0,Yes,Completed,Pending,Not Paid,45022.5,16.0,3117.500000000003,0.16275862068965516,High Risk
PO-00736,Alpha_Inc,2022-02-23,2022-02-28,Electronics,Delivered,1467,34.2,30.5,25.0,Yes,Completed,Verified,Paid,44743.5,5.0,5427.900000000004,0.017041581458759374,Low Risk
PO-00737,Beta_Supplies,2022-12-25,2023-01-12,Packaging,Delivered,1942,93.98,81.31,198.0,Yes,Completed,Verified,Paid,157904.02000000002,18.0,24605.140000000003,0.101956745623069,High Risk
PO-00738,Gamma_Co,2022-08-18,,Office Supplies,Delivered,506,84.63,72.69,20.0,Yes,Pending,Verified,Paid,36781.14,,6041.6399999999985,0.039525691699604744,Low Risk
PO-00739,Alpha_Inc,2023-10-28,2023-11-13,MRO,Delivered,969,76.53,75.64,30.0,Yes,Completed,Verified,Paid,73295.16,16.0,862.4100000000005,0.030959752321981424,Low Risk
PO-00740,Delta_Logistics,2022-03-12,2022-03-19,MRO,Delivered,241,87.42,82.15,,Yes,Completed,Verified,Paid,19798.15,7.0,1270.069999999999,,Low Risk
PO-00741,Gamma_Co,2023-10-30,2023-11-09,Raw Materials,Delivered,788,97.3,94.44,32.0,Yes,Completed,Verified,Paid,74418.72,10.0,2253.6799999999994,0.04060913705583756,Low Risk
PO-00742,Gamma_Co,2022-02-11,2022-02-13,Office Supplies,Delivered,1762,74.12,65.71,94.0,Yes,Completed,Verified,Paid,115781.01999999999,2.0,14818.420000000018,0.053348467650397274,Low Risk
PO-00743,Alpha_Inc,2022-02-01,,Raw Materials,Pending,1172,85.76,81.43,25.0,Yes,Pending,Pending,Not Paid,95435.96,,5074.759999999998,0.021331058020477817,Low Risk
PO-00744,Delta_Logistics,2022-09-11,2022-09-30,Office Supplies,Delivered,1621,75.68,73.78,226.0,No,Completed,Verified,Paid,119597.38,19.0,3079.900000000009,0.13942011104256632,High Risk
PO-00745,Alpha_Inc,2022-07-24,2022-07-26,Packaging,Delivered,1027,73.35,65.42,24.0,No,Completed,Verified,Paid,67186.34,2.0,8144.109999999992,0.023369036027263874,Low Risk
PO-00746,Beta_Supplies,2022-01-21,,Raw Materials,Delivered,1058,65.68,57.21,101.0,Yes,Pending,Verified,Paid,60528.18,,8961.260000000006,0.09546313799621928,Low Risk
PO-00747,Beta_Supplies,2023-09-29,2023-10-05,Packaging,Delivered,145,85.52,81.86,11.0,No,Completed,Verified,Paid,11869.7,6.0,530.6999999999995,0.07586206896551724,Low Risk
PO-00748,Epsilon_Group,2022-06-06,,Office Supplies,Delivered,1737,24.88,24.28,46.0,Yes,Pending,Verified,Paid,42174.36,,1042.1999999999964,0.02648244099021301,Low Risk
PO-00749,Gamma_Co,2022-09-02,2022-09-15,Electronics,Delivered,712,92.85,89.39,43.0,Yes,Completed,Verified,Paid,63645.68,13.0,2463.5199999999954,0.060393258426966294,Low Risk
PO-00750,Epsilon_Group,2022-05-10,2022-05-16,Electronics,Delivered,1263,90.24,86.84,28.0,Yes,Completed,Verified,Paid,109678.92,6.0,4294.199999999989,0.022169437846397466,Low Risk
PO-00751,Delta_Logistics,2023-04-30,,Electronics,Delivered,1809,13.58,12.68,,No,Pending,Verified,Paid,22938.12,,1628.1000000000006,,Low Risk
PO-00752,Beta_Supplies,2023-11-17,,Electronics,Cancelled,86,93.6,88.22,5.0,Yes,Pending,Pending,Not Paid,7586.92,,462.6799999999996,0.05813953488372093,Low Risk
PO-00753,Epsilon_Group,2022-04-28,,MRO,Delivered,1853,21.92,20.72,,Yes,Pending,Verified,Paid,38394.159999999996,,2223.6000000000054,,Low Risk
PO-00754,Beta_Supplies,2023-08-01,2023-08-02,Electronics,Delivered,1442,43.98,41.82,140.0,No,Completed,Verified,Paid,60304.44,1.0,3114.7199999999953,0.0970873786407767,Low Risk
PO-00755,Beta_Supplies,2022-08-12,2022-09-01,Office Supplies,Pending,1768,79.61,74.97,207.0,No,Completed,Pending,Not Paid,132546.96,20.0,8203.52,0.1170814479638009,High Risk
PO-00756,Beta_Supplies,2023-04-22,2023-05-03,Electronics,Partially Delivered,1598,26.3,26.03,154.0,No,Completed,Pending,Not Paid,41595.94,11.0,431.4599999999993,0.09637046307884856,Low Risk
PO-00757,Alpha_Inc,2023-12-18,2024-01-05,MRO,Cancelled,328,93.23,82.63,6.0,Yes,Completed,Pending,Not Paid,27102.64,18.0,3476.800000000003,0.018292682926829267,Low Risk
PO-00758,Epsilon_Group,2022-09-20,2022-09-25,Packaging,Delivered,266,88.29,80.22,4.0,Yes,Completed,Verified,Paid,21338.52,5.0,2146.620000000002,0.015037593984962405,Low Risk
PO-00759,Gamma_Co,2023-01-13,2023-01-28,Raw Materials,Delivered,916,59.01,53.37,47.0,Yes,Completed,Verified,Paid,48886.92,15.0,5166.240000000001,0.05131004366812227,Low Risk
PO-00760,Epsilon_Group,2022-06-21,2022-06-25,Packaging,Cancelled,922,10.84,9.27,29.0,Yes,Completed,Pending,Not Paid,8546.94,4.0,1447.5400000000002,0.031453362255965296,Low Risk
PO-00761,Gamma_Co,2023-09-13,2023-09-28,Packaging,Delivered,1871,39.42,37.41,101.0,No,Completed,Verified,Paid,69994.11,15.0,3760.7100000000096,0.053981827899518976,Low Risk
PO-00762,Epsilon_Group,2023-09-14,2023-09-20,Raw Materials,Delivered,1346,72.08,67.04,38.0,Yes,Completed,Verified,Paid,90235.84000000001,6.0,6783.839999999989,0.02823179791976226,Low Risk
PO-00763,Epsilon_Group,2022-04-28,2022-05-09,Electronics,Delivered,1954,99.78,87.47,57.0,Yes,Completed,Verified,Paid,170916.38,11.0,24053.740000000005,0.02917093142272262,Low Risk
PO-00764,Beta_Supplies,2022-06-17,2022-07-06,Electronics,Delivered,111,68.53,65.22,11.0,Yes,Completed,Verified,Paid,7239.42,19.0,367.41000000000025,0.0990990990990991,Low Risk
PO-00765,Gamma_Co,2022-11-15,2022-11-22,Office Supplies,Pending,645,35.05,30.88,27.0,Yes,Completed,Pending,Not Paid,19917.6,7.0,2689.6499999999987,0.04186046511627907,Low Risk
PO-00766,Gamma_Co,2022-04-21,2022-05-04,Electronics,Cancelled,1953,68.07,62.95,87.0,Yes,Completed,Pending,Not Paid,122941.35,13.0,9999.35999999998,0.0445468509984639,Low Risk
PO-00767,Gamma_Co,2023-08-16,2023-09-02,Electronics,Delivered,778,64.17,61.6,47.0,Yes,Completed,Verified,Paid,47924.8,17.0,1999.4600000000003,0.060411311053984576,Low Risk
PO-00768,Epsilon_Group,2022-01-27,2022-02-09,Office Supplies,Delivered,1415,80.19,78.34,,Yes,Completed,Verified,Paid,110851.1,13.0,2617.749999999992,,Low Risk
PO-00769,Gamma_Co,2022-11-16,2022-11-22,Raw Materials,Delivered,446,20.61,19.46,14.0,Yes,Completed,Verified,Paid,8679.16,6.0,512.8999999999994,0.03139013452914798,Low Risk
PO-00770,Epsilon_Group,2023-08-13,,Office Supplies,Delivered,748,85.95,79.16,32.0,Yes,Pending,Verified,Paid,59211.68,,5078.920000000005,0.0427807486631016,Low Risk
PO-00771,Alpha_Inc,2023-11-25,2023-12-03,Electronics,Pending,1092,65.17,63.11,21.0,Yes,Completed,Pending,Not Paid,68916.12,8.0,2249.5200000000023,0.019230769230769232,Low Risk
PO-00772,Beta_Supplies,2023-01-20,2023-02-02,Electronics,Delivered,226,102.47,99.16,28.0,Yes,Completed,Verified,Paid,22410.16,13.0,748.0600000000005,0.12389380530973451,High Risk
PO-00773,Delta_Logistics,2023-02-11,2023-02-20,Electronics,Delivered,1685,43.42,42.24,262.0,Yes,Completed,Verified,Paid,71174.40000000001,9.0,1988.2999999999995,0.15548961424332344,High Risk
PO-00774,Alpha_Inc,2022-07-23,,Office Supplies,Delivered,445,68.94,60.35,7.0,Yes,Pending,Verified,Paid,26855.75,,3822.5499999999984,0.015730337078651686,Low Risk
PO-00775,Gamma_Co,2022-03-19,2022-04-07,Raw Materials,Delivered,494,94.82,81.89,29.0,Yes,Completed,Verified,Paid,40453.66,19.0,6387.419999999996,0.058704453441295545,Low Risk
PO-00776,Beta_Supplies,2023-08-30,2023-09-11,MRO,Delivered,1306,21.05,18.27,128.0,Yes,Completed,Verified,Paid,23860.62,12.0,3630.6800000000017,0.09800918836140889,Low Risk
PO-00777,Beta_Supplies,2023-12-09,2023-12-11,Office Supplies,Delivered,1988,105.2,93.23,187.0,Yes,Completed,Verified,Paid,185341.24000000002,2.0,23796.359999999997,0.09406438631790745,Low Risk
